x,exp,gauss,sph,matern
90909.0909090909,0.7521692913686945,0.740234916240705,0.752825407870185,0.7683047714583648
91919.19191919192,0.7531797664378911,0.7402360853081827,0.752825407870185,0.7689173802706668
92929.29292929292,0.7541534830864776,0.7402369899492968,0.752825407870185,0.7694982204308387
93939.39393939394,0.7550917784889443,0.7402376878360741,0.752825407870185,0.7700489058823611
94949.49494949494,0.7559959411768968,0.7402382245793838,0.752825407870185,0.7705709710577021
95959.59595959596,0.7568672128085564,0.7402386361291989,0.752825407870185,0.7710658746041592
96969.69696969696,0.7577067898738891,0.7402389507252953,0.752825407870185,0.7715350029506347
97979.79797979798,0.7585158253377089,0.740239190476285,0.752825407870185,0.7719796737207847
98989.89898989898,0.7592954302230075,0.7402393726327668,0.752825407870185,0.7724011389979194
100000.0,0.7600466751366878,0.7402395106098456,0.752825407870185,0.7728005884469721
